 Table of rho values created with FFT surfaces and polarized ray tracing as described in
   Mobley, C.D., 2015.  Polarized Reflectance and Transmittance Properties of Wind-blown Sea Surfaces,
   Applied Optics (in review)
 NOTE: This is a preliminary table for use during review of the above paper.
   These rho values are for fully developed seas, sun's direct rays parallel to the wind direction,
   a Rayleigh, single-scattering sky at 550 nm, and wind speeds of 0, 2, 4, 5, 6, 8, 10, 12, 14, and 15 m/s.
   The final table will be placed online once the above paper has been accepted for publication.
 rho is computed from the I components of the Stokes radiance vectors: rho = I(surface reflected)/I(sky) [nondimensional]
 Theta_v is the polar viewing angle measured from 0 at the nadir.
 Phi_v is the azimuthal viewing angle measured from the sun at phi_v = 0
 Looping order is
    wind speed
       sun zenith angle
          theta_v
             phi_v
 Data blocks of 118 theta_v, phi_v, rho(theta_v, phi_v) records on an (f7.1,f9.1,e15.4) format are separated by 
   records giving the wind speed and sun zenith angle on an (12x,f5.1,20x,f5.1) format.
-------------------------------
 Theta_v    Phi_v       rho
-------------------------------
WIND SPEED =  0.0; SUN ZENITH ANGLE =  0.0
   20.0    105.0    4.2404e-002
   20.0    120.0    3.8235e-002
   20.0    135.0    3.6349e-002
   20.0    150.0    3.6827e-002
   20.0    165.0    3.6020e-002
   20.0    180.0    3.6725e-002
   30.0      0.0    1.0416e-001
   30.0     15.0    1.1353e-001
   30.0     30.0    1.1337e-001
   30.0     45.0    9.0792e-002
   30.0     60.0    6.6655e-002
   30.0     75.0    4.6043e-002
   30.0     90.0    3.5773e-002
   30.0    105.0    3.0918e-002
   30.0    120.0    3.1393e-002
   30.0    135.0    3.4356e-002
   30.0    150.0    3.7931e-002
   30.0    165.0    3.9783e-002
   30.0    180.0    3.9291e-002
   40.0      0.0    1.9361e-003
   40.0     15.0    9.4138e-002
   40.0     30.0    9.3086e-002
   40.0     45.0    6.5256e-002
   40.0     60.0    4.6072e-002
   40.0     75.0    3.6227e-002
   40.0     90.0    3.0640e-002
   40.0    105.0    3.2260e-002
   40.0    120.0    3.8885e-002
   40.0    135.0    4.6221e-002
   40.0    150.0    5.2887e-002
   40.0    165.0    5.7085e-002
   40.0    180.0    5.8286e-002
   50.0      0.0    1.3803e-001
   50.0     15.0    1.2842e-001
   50.0     30.0    9.4316e-002
   50.0     45.0    6.0259e-002
   50.0     60.0    5.0006e-002
   50.0     75.0    4.5703e-002
   50.0     90.0    4.2801e-002
   50.0    105.0    4.7538e-002
   50.0    120.0    6.2002e-002
   50.0    135.0    7.4826e-002
   50.0    150.0    8.5689e-002
   50.0    165.0    9.2589e-002
   50.0    180.0    9.4469e-002
   60.0      0.0    2.8113e-001
   60.0     15.0    1.9669e-001
   60.0     30.0    1.1108e-001
   60.0     45.0    8.3055e-002
   60.0     60.0    8.2236e-002
   60.0     75.0    8.4016e-002
   60.0     90.0    7.7901e-002
   60.0    105.0    8.6433e-002
   60.0    120.0    1.0950e-001
   60.0    135.0    1.2485e-001
   60.0    150.0    1.3652e-001
   60.0    165.0    1.4326e-001
   60.0    180.0    1.4773e-001
   70.0      0.0    4.2166e-001
   70.0     15.0    2.4602e-001
   70.0     30.0    1.5340e-001
   70.0     45.0    1.4154e-001
   70.0     60.0    1.4464e-001
   70.0     75.0    1.5046e-001
   70.0     90.0    1.3969e-001
   70.0    105.0    1.4941e-001
   70.0    120.0    1.7449e-001
   70.0    135.0    1.8231e-001
   70.0    150.0    1.8610e-001
   70.0    165.0    1.8746e-001
   70.0    180.0    1.9231e-001
   80.0      0.0    5.0314e-001
   80.0     15.0    2.8139e-001
   80.0     30.0    2.0287e-001
   80.0     45.0    1.9250e-001
   80.0     60.0    1.9534e-001
   80.0     75.0    2.0049e-001
   80.0     90.0    1.8849e-001
   80.0    105.0    1.8906e-001
   80.0    120.0    1.9885e-001
   80.0    135.0    1.9018e-001
   80.0    150.0    1.8245e-001
   80.0    165.0    1.7746e-001
   80.0    180.0    1.7856e-001
   87.5      0.0    5.6141e-001
   87.5     15.0    2.9427e-001
   87.5     30.0    2.1365e-001
   87.5     45.0    2.0557e-001
   87.5     60.0    1.9862e-001
   87.5     75.0    2.0059e-001
   87.5     90.0    1.8715e-001
   87.5    105.0    1.7924e-001
   87.5    120.0    1.7309e-001
   87.5    135.0    1.6222e-001
   87.5    150.0    1.4329e-001
   87.5    165.0    1.3925e-001
   87.5    180.0    1.3659e-001
WIND SPEED = 12.0; SUN ZENITH ANGLE = 50.0
    0.0      0.0    4.5323e-002
   10.0      0.0    1.0003e-001
   10.0     15.0    1.0085e-001
   10.0     30.0    8.8932e-002
   10.0     45.0    7.4807e-002
   10.0     60.0    6.1114e-002
   10.0     75.0    4.8771e-002
   10.0     90.0    4.5862e-002
   10.0    105.0    4.1981e-002
   10.0    120.0    3.6863e-002
   10.0    135.0    3.3796e-002
   10.0    150.0    3.4531e-002
   10.0    165.0    3.2286e-002
   10.0    180.0    3.3337e-002
   20.0      0.0    1.5582e-001
   20.0     15.0    1.4504e-001
   20.0     30.0    1.1560e-001
   20.0     45.0    8.3905e-002
   20.0     60.0    5.8018e-002
   20.0     75.0    4.1639e-002
   20.0     90.0    3.3799e-002
   20.0    105.0    2.8828e-002
   20.0    120.0    2.9729e-002
   20.0    135.0    2.9698e-002
   20.0    150.0    3.0322e-002
   20.0    165.0    3.1360e-002
   20.0    180.0    3.0989e-002
   30.0      0.0    1.6430e-001
   30.0     15.0    1.5279e-001
   30.0     30.0    1.1976e-001
   30.0     45.0    7.4936e-002
   30.0     60.0    4.6776e-002
   30.0     75.0    3.1354e-002
   30.0     90.0    2.6115e-002
   30.0    105.0    2.5758e-002
   30.0    120.0    2.8564e-002
   30.0    135.0    3.2596e-002
   30.0    150.0    3.6583e-002
   30.0    165.0    3.8874e-002
   30.0    180.0    3.9296e-002
   40.0      0.0    1.2177e-001
   40.0     15.0    1.2307e-001
   40.0     30.0    9.5286e-002
   40.0     45.0    5.6395e-002
   40.0     60.0    3.6980e-002
   40.0     75.0    2.8970e-002
   40.0     90.0    2.5571e-002
   40.0    105.0    2.7118e-002
   40.0    120.0    3.4845e-002
   40.0    135.0    4.3729e-002
   40.0    150.0    5.1523e-002
   40.0    165.0    5.6272e-002
   40.0    180.0    5.7419e-002
   50.0      0.0    3.6705e-003
   50.0     15.0    1.1264e-001
   50.0     30.0    8.3191e-002
   50.0     45.0    5.2989e-002
   50.0     60.0    4.3520e-002
   50.0     75.0    3.9124e-002
   50.0     90.0    3.4197e-002
   50.0    105.0    3.8462e-002
   50.0    120.0    5.4092e-002
   50.0    135.0    6.8513e-002
   50.0    150.0    8.0548e-002
   50.0    165.0    8.7970e-002
   50.0    180.0    8.9783e-002
   60.0      0.0    2.0478e-001
   60.0     15.0    1.5998e-001
   60.0     30.0    9.2520e-002
   60.0     45.0    7.6113e-002
   60.0     60.0    7.3728e-002
   60.0     75.0    7.2160e-002
   60.0     90.0    6.3112e-002
   60.0    105.0    7.0818e-002
   60.0    120.0    9.5002e-002
   60.0    135.0    1.1219e-001
   60.0    150.0    1.2522e-001
   60.0    165.0    1.3266e-001
   60.0    180.0    1.3703e-001
   70.0      0.0    4.7912e-001
   70.0     15.0    2.5507e-001
   70.0     30.0    1.4078e-001
   70.0     45.0    1.2985e-001
   70.0     60.0    1.3039e-001
   70.0     75.0    1.3202e-001
   70.0     90.0    1.1865e-001
   70.0    105.0    1.2757e-001
   70.0    120.0    1.5391e-001
   70.0    135.0    1.6459e-001
   70.0    150.0    1.7072e-001
   70.0    165.0    1.7346e-001
   70.0    180.0    1.7842e-001
   80.0      0.0    8.3086e-001
   80.0     15.0    3.3620e-001
   80.0     30.0    1.9497e-001
   80.0     45.0    1.7861e-001
   80.0     60.0    1.7790e-001
   80.0     75.0    1.7992e-001
   80.0     90.0    1.6692e-001
   80.0    105.0    1.6831e-001
   80.0    120.0    1.8049e-001
   80.0    135.0    1.7570e-001
   80.0    150.0    1.7094e-001
   80.0    165.0    1.6767e-001
   80.0    180.0    1.6923e-001
   87.5      0.0    1.1408e+000
   87.5     15.0    3.8398e-001
   87.5     30.0    2.1494e-001
   87.5     45.0    1.9293e-001
   87.5     60.0    1.8177e-001
   87.5     75.0    1.8217e-001
   87.5     90.0    1.6996e-001
   87.5    105.0    1.6393e-001
   87.5    120.0    1.6104e-001
   87.5    135.0    1.5362e-001
   87.5    150.0    1.3755e-001
   87.5    165.0    1.3485e-001
   87.5    180.0    1.3268e-001
WIND SPEED = 12.0; SUN ZENITH ANGLE = 60.0
    0.0      0.0    2.4190e-002
   10.0      0.0    5.6726e-002
   10.0     15.0    5.4745e-002
   10.0     30.0    4.6696e-002
   10.0     45.0    4.3805e-002
   10.0     60.0    3.6438e-002
   10.0     75.0    3.1219e-002
   10.0     90.0    2.8288e-002
   10.0    105.0    2.8603e-002
   10.0    120.0    2.8155e-002
   10.0    135.0    2.7347e-002
   10.0    150.0    2.7676e-002
   10.0    165.0    2.8838e-002
   10.0    180.0    2.7397e-002
   20.0      0.0    1.1528e-001
   20.0     15.0    9.9052e-002
   20.0     30.0    6.9067e-002
   20.0     45.0    4.9040e-002
   20.0     60.0    3.6493e-002
   20.0     75.0    2.8724e-002
   20.0     90.0    2.5628e-002
   20.0    105.0    2.5182e-002
   20.0    120.0    2.5915e-002
   20.0    135.0    2.7385e-002
   20.0    150.0    2.8799e-002
   20.0    165.0    3.0035e-002
   20.0    180.0    2.9957e-002
   30.0      0.0    1.7963e-001
   30.0     15.0    1.5082e-001
   30.0     30.0    9.5164e-002
   30.0     45.0    5.1590e-002
   30.0     60.0    3.2624e-002
   30.0     75.0    2.5365e-002
   30.0     90.0    2.2203e-002
   30.0    105.0    2.2660e-002
   30.0    120.0    2.6055e-002
   30.0    135.0    3.0414e-002
   30.0    150.0    3.4795e-002
   30.0    165.0    3.7434e-002
   30.0    180.0    3.7859e-002
   40.0      0.0    2.0184e-001
   40.0     15.0    1.6359e-001
   40.0     30.0    8.8444e-002
   40.0     45.0    4.6213e-002
   40.0     60.0    3.1972e-002
   40.0     75.0    2.4727e-002
   40.0     90.0    2.0471e-002
   40.0    105.0    2.2061e-002
   40.0    120.0    3.0105e-002
   40.0    135.0    3.9512e-002
   40.0    150.0    4.7634e-002
   40.0    165.0    5.2472e-002
   40.0    180.0    5.3547e-002
   50.0      0.0    1.6996e-001
   50.0     15.0    1.4753e-001
   50.0     30.0    8.0125e-002
   50.0     45.0    5.0750e-002
   50.0     60.0    4.0106e-002
   50.0     75.0    3.2540e-002
   50.0     90.0    2.5578e-002
   50.0    105.0    2.9204e-002
   50.0    120.0    4.4848e-002
   50.0    135.0    5.9838e-002
   50.0    150.0    7.2191e-002
   50.0    165.0    7.9639e-002
   50.0    180.0    8.1436e-002
   60.0      0.0    9.3947e-003
   60.0     15.0    1.4577e-001
   60.0     30.0    8.6172e-002
   60.0     45.0    7.3605e-002
   60.0     60.0    6.7239e-002
   60.0     75.0    6.0674e-002
   60.0     90.0    4.8902e-002
   60.0    105.0    5.5525e-002
   60.0    120.0    7.9429e-002
   60.0    135.0    9.7771e-002
   60.0    150.0    1.1170e-001
   60.0    165.0    1.1959e-001
   60.0    180.0    1.2394e-001
   70.0      0.0    3.7324e-001
   70.0     15.0    2.1469e-001
   70.0     30.0    1.2447e-001
   70.0     45.0    1.2272e-001
   70.0     60.0    1.1884e-001
   70.0     75.0    1.1502e-001
   70.0     90.0    9.9142e-002
   70.0    105.0    1.0712e-001
   70.0    120.0    1.3372e-001
   70.0    135.0    1.4721e-001
   70.0    150.0    1.5559e-001
   70.0    165.0    1.5965e-001
   70.0    180.0    1.6487e-001
   80.0      0.0    9.3586e-001
   80.0     15.0    3.3523e-001
   80.0     30.0    1.7757e-001
   80.0     45.0    1.6564e-001
   80.0     60.0    1.6255e-001
   80.0     75.0    1.6128e-001
   80.0     90.0    1.4751e-001
   80.0    105.0    1.4983e-001
   80.0    120.0    1.6423e-001
   80.0    135.0    1.6352e-001
   80.0    150.0    1.6167e-001
   80.0    165.0    1.6003e-001
   80.0    180.0    1.6216e-001
   87.5      0.0    1.6438e+000
   87.5     15.0    3.9749e-001
   87.5     30.0    2.0009e-001
   87.5     45.0    1.7769e-001
   87.5     60.0    1.6556e-001
   87.5     75.0    1.6513e-001
   87.5     90.0    1.5469e-001
   87.5    105.0    1.5103e-001
   87.5    120.0    1.5158e-001
   87.5    135.0    1.4782e-001
   87.5    150.0    1.3444e-001
   87.5    165.0    1.3299e-001
   87.5    180.0    1.3135e-001
WIND SPEED = 12.0; SUN ZENITH ANGLE = 70.0
    0.0      0.0    1.6236e-002
   10.0      0.0    3.4522e-002
   10.0     15.0    3.4309e-002
   10.0     30.0    3.2911e-002
   10.0     45.0    2.9673e-002
   10.0     60.0    2.7797e-002
   10.0     75.0    2.6552e-002
   10.0     90.0    2.5293e-002
   10.0    105.0    2.5421e-002
   10.0    120.0    2.5252e-002
   10.0    135.0    2.5615e-002
   10.0    150.0    2.6043e-002
   10.0    165.0    2.6208e-002
   10.0    180.0    2.5851e-002
   20.0      0.0    6.5696e-002
   20.0     15.0    5.6221e-002
   20.0     30.0    4.2870e-002
   20.0     45.0    3.4300e-002
   20.0     60.0    2.7656e-002
   20.0     75.0    2.4690e-002
   20.0     90.0    2.3078e-002
   20.0    105.0    2.3190e-002
   20.0    120.0    2.4182e-002
   20.0    135.0    2.5632e-002
   20.0    150.0    2.7288e-002
   20.0    165.0    2.8564e-002
   20.0    180.0    2.8501e-002
   30.0      0.0    1.3466e-001
   30.0     15.0    1.0921e-001
   30.0     30.0    6.0521e-002
   30.0     45.0    3.6715e-002
   30.0     60.0    2.7393e-002
   30.0     75.0    2.2131e-002
   30.0     90.0    1.9582e-002
   30.0    105.0    2.0108e-002
   30.0    120.0    2.3552e-002
   30.0    135.0    2.7917e-002
   30.0    150.0    3.2229e-002
   30.0    165.0    3.4792e-002
   30.0    180.0    3.5218e-002
   40.0      0.0    2.3927e-001
   40.0     15.0    1.6202e-001
   40.0     30.0    7.6559e-002
   40.0     45.0    4.1065e-002
   40.0     60.0    2.8634e-002
   40.0     75.0    2.0951e-002
   40.0     90.0    1.6356e-002
   40.0    105.0    1.7775e-002
   40.0    120.0    2.5506e-002
   40.0    135.0    3.4687e-002
   40.0    150.0    4.2543e-002
   40.0    165.0    4.7191e-002
   40.0    180.0    4.8234e-002
   50.0      0.0    3.0448e-001
   50.0     15.0    1.8938e-001
   50.0     30.0    8.1392e-002
   50.0     45.0    5.0685e-002
   50.0     60.0    3.6953e-002
   50.0     75.0    2.6482e-002
   50.0     90.0    1.8497e-002
   50.0    105.0    2.1663e-002
   50.0    120.0    3.6396e-002
   50.0    135.0    5.1163e-002
   50.0    150.0    6.3274e-002
   50.0    165.0    7.0488e-002
   50.0    180.0    7.2342e-002
   60.0      0.0    2.8448e-001
   60.0     15.0    1.7687e-001
   60.0     30.0    9.3837e-002
   60.0     45.0    7.6319e-002
   60.0     60.0    6.2375e-002
   60.0     75.0    5.0658e-002
   60.0     90.0    3.7508e-002
   60.0    105.0    4.3354e-002
   60.0    120.0    6.5909e-002
   60.0    135.0    8.4751e-002
   60.0    150.0    9.9088e-002
   60.0    165.0    1.0718e-001
   60.0    180.0    1.1159e-001
   70.0      0.0    2.9328e-002
   70.0     15.0    1.8799e-001
   70.0     30.0    1.2446e-001
   70.0     45.0    1.2078e-001
   70.0     60.0    1.1055e-001
   70.0     75.0    1.0098e-001
   70.0     90.0    8.3737e-002
   70.0    105.0    9.1126e-002
   70.0    120.0    1.1698e-001
   70.0    135.0    1.3270e-001
   70.0    150.0    1.4281e-001
   70.0    165.0    1.4787e-001
   70.0    180.0    1.5340e-001
   80.0      0.0    6.2566e-001
   80.0     15.0    2.4385e-001
   80.0     30.0    1.5905e-001
   80.0     45.0    1.5482e-001
   80.0     60.0    1.5063e-001
   80.0     75.0    1.4636e-001
   80.0     90.0    1.3242e-001
   80.0    105.0    1.3566e-001
   80.0    120.0    1.5154e-001
   80.0    135.0    1.5432e-001
   80.0    150.0    1.5490e-001
   80.0    165.0    1.5458e-001
   80.0    180.0    1.5729e-001
   87.5      0.0    1.3293e+000
   87.5     15.0    3.2360e-001
   87.5     30.0    1.7165e-001
   87.5     45.0    1.6090e-001
   87.5     60.0    1.5181e-001
   87.5     75.0    1.5136e-001
   87.5     90.0    1.4290e-001
   87.5    105.0    1.4145e-001
   87.5    120.0    1.4484e-001
   87.5    135.0    1.4440e-001
   87.5    150.0    1.3328e-001
   87.5    165.0    1.3292e-001
   87.5    180.0    1.3181e-001
WIND SPEED = 12.0; SUN ZENITH ANGLE = 80.0
    0.0      0.0    1.3692e-002
   10.0      0.0    2.7568e-002
   10.0     15.0    2.7479e-002
   10.0     30.0    2.7066e-002
   10.0     45.0    2.5897e-002
   10.0     60.0    2.4894e-002
   10.0     75.0    2.4383e-002
   10.0     90.0    2.3640e-002
   10.0    105.0    2.3856e-002
   10.0    120.0    2.3837e-002
   10.0    135.0    2.4231e-002
   10.0    150.0    2.4674e-002
   10.0    165.0    2.4827e-002
   10.0    180.0    2.4502e-002
   20.0      0.0    3.8424e-002
   20.0     15.0    3.5714e-002
   20.0     30.0    3.1335e-002
   20.0     45.0    2.7735e-002
   20.0     60.0    2.4571e-002
   20.0     75.0    2.2676e-002
   20.0     90.0    2.1536e-002
   20.0    105.0    2.1668e-002
   20.0    120.0    2.2758e-002
   20.0    135.0    2.4120e-002
   20.0    150.0    2.5652e-002
   20.0    165.0    2.6848e-002
   20.0    180.0    2.6794e-002
   30.0      0.0    7.3946e-002
   30.0     15.0    6.1956e-002
   30.0     30.0    4.1888e-002
   30.0     45.0    3.0849e-002
   30.0     60.0    2.4604e-002
   30.0     75.0    2.0151e-002
   30.0     90.0    1.7904e-002
   30.0    105.0    1.8420e-002
   30.0    120.0    2.1558e-002
   30.0    135.0    2.5521e-002
   30.0    150.0    2.9450e-002
   30.0    165.0    3.1801e-002
   30.0    180.0    3.2241e-002
   40.0      0.0    1.6871e-001
   40.0     15.0    1.1023e-001
   40.0     30.0    6.0472e-002
   40.0     45.0    3.7879e-002
   40.0     60.0    2.6036e-002
   40.0     75.0    1.8294e-002
   40.0     90.0    1.3977e-002
   40.0    105.0    1.5246e-002
   40.0    120.0    2.2109e-002
   40.0    135.0    3.0479e-002
   40.0    150.0    3.7684e-002
   40.0    165.0    4.1992e-002
   40.0    180.0    4.3046e-002
   50.0      0.0    3.0426e-001
   50.0     15.0    1.7031e-001
   50.0     30.0    8.2778e-002
   50.0     45.0    5.1984e-002
   50.0     60.0    3.4284e-002
   50.0     75.0    2.2165e-002
   50.0     90.0    1.4556e-002
   50.0    105.0    1.7423e-002
   50.0    120.0    3.0401e-002
   50.0    135.0    4.4213e-002
   50.0    150.0    5.5630e-002
   50.0    165.0    6.2419e-002
   50.0    180.0    6.4363e-002
   60.0      0.0    3.8368e-001
   60.0     15.0    1.9578e-001
   60.0     30.0    1.1023e-001
   60.0     45.0    8.0580e-002
   60.0     60.0    5.9035e-002
   60.0     75.0    4.3613e-002
   60.0     90.0    3.1066e-002
   60.0    105.0    3.6433e-002
   60.0    120.0    5.6518e-002
   60.0    135.0    7.4948e-002
   60.0    150.0    8.9074e-002
   60.0    165.0    9.7043e-002
   60.0    180.0    1.0152e-001
   70.0      0.0    3.2793e-001
   70.0     15.0    1.7826e-001
   70.0     30.0    1.3671e-001
   70.0     45.0    1.2293e-001
   70.0     60.0    1.0566e-001
   70.0     75.0    9.1471e-002
   70.0     90.0    7.4696e-002
   70.0    105.0    8.1794e-002
   70.0    120.0    1.0560e-001
   70.0    135.0    1.2237e-001
   70.0    150.0    1.3333e-001
   70.0    165.0    1.3892e-001
   70.0    180.0    1.4472e-001
   80.0      0.0    6.7619e-002
   80.0     15.0    1.5525e-001
   80.0     30.0    1.4539e-001
   80.0     45.0    1.4748e-001
   80.0     60.0    1.4298e-001
   80.0     75.0    1.3650e-001
   80.0     90.0    1.2332e-001
   80.0    105.0    1.2723e-001
   80.0    120.0    1.4324e-001
   80.0    135.0    1.4835e-001
   80.0    150.0    1.5058e-001
   80.0    165.0    1.5117e-001
   80.0    180.0    1.5441e-001
   87.5      0.0    2.9489e-001
   87.5     15.0    1.5514e-001
   87.5     30.0    1.3710e-001
   87.5     45.0    1.4521e-001
   87.5     60.0    1.4195e-001
   87.5     75.0    1.4213e-001
   87.5     90.0    1.3566e-001
   87.5    105.0    1.3577e-001
   87.5    120.0    1.4071e-001
   87.5    135.0    1.4278e-001
   87.5    150.0    1.3340e-001
   87.5    165.0    1.3392e-001
   87.5    180.0    1.3331e-001
WIND SPEED = 12.0; SUN ZENITH ANGLE = 87.5
    0.0      0.0    1.2695e-002
   10.0      0.0    2.5411e-002
   10.0     15.0    2.5611e-002
   10.0     30.0    2.5205e-002
   10.0     45.0    2.4483e-002
   10.0     60.0    2.3748e-002
   10.0     75.0    2.3394e-002
   10.0     90.0    2.2795e-002
   10.0    105.0    2.3029e-002
   10.0    120.0    2.3044e-002
   10.0    135.0    2.3406e-002
   10.0    150.0    2.3821e-002
   10.0    165.0    2.3940e-002
   10.0    180.0    2.3638e-002
   20.0      0.0    3.2006e-002
   20.0     15.0    3.0783e-002
   20.0     30.0    2.8106e-002
   20.0     45.0    2.5557e-002
   20.0     60.0    2.3334e-002
   20.0     75.0    2.1803e-002
   20.0     90.0    2.0877e-002
   20.0    105.0    2.1021e-002
   20.0    120.0    2.2000e-002
   20.0    135.0    2.3184e-002
   20.0    150.0    2.4554e-002
   20.0    165.0    2.5645e-002
   20.0    180.0    2.5595e-002
   30.0      0.0    4.9845e-002
   30.0     15.0    4.5331e-002
   30.0     30.0    3.6252e-002
   30.0     45.0    2.8519e-002
   30.0     60.0    2.3321e-002
   30.0     75.0    1.9417e-002
   30.0     90.0    1.7477e-002
   30.0    105.0    1.7922e-002
   30.0    120.0    2.0649e-002
   30.0    135.0    2.4121e-002
   30.0    150.0    2.7641e-002
   30.0    165.0    2.9788e-002
   30.0    180.0    3.0245e-002
   40.0      0.0    9.3599e-002
   40.0     15.0    7.6968e-002
   40.0     30.0    5.4017e-002
   40.0     45.0    3.5775e-002
   40.0     60.0    2.4746e-002
   40.0     75.0    1.7485e-002
   40.0     90.0    1.3729e-002
   40.0    105.0    1.4821e-002
   40.0    120.0    2.0715e-002
   40.0    135.0    2.8177e-002
   40.0    150.0    3.4725e-002
   40.0    165.0    3.8717e-002
   40.0    180.0    3.9797e-002
   50.0      0.0    1.6096e-001
   50.0     15.0    1.2839e-001
   50.0     30.0    8.3533e-002
   50.0     45.0    5.1681e-002
   50.0     60.0    3.3008e-002
   50.0     75.0    2.0842e-002
   50.0     90.0    1.4286e-002
   50.0    105.0    1.6867e-002
   50.0    120.0    2.7995e-002
   50.0    135.0    4.0627e-002
   50.0    150.0    5.1268e-002
   50.0    165.0    5.7631e-002
   50.0    180.0    5.9643e-002
   60.0      0.0    2.0428e-001
   60.0     15.0    1.6921e-001
   60.0     30.0    1.2151e-001
   60.0     45.0    8.2804e-002
   60.0     60.0    5.7822e-002
   60.0     75.0    4.1261e-002
   60.0     90.0    3.0340e-002
   60.0    105.0    3.5310e-002
   60.0    120.0    5.2755e-002
   60.0    135.0    7.0181e-002
   60.0    150.0    8.3716e-002
   60.0    165.0    9.1368e-002
   60.0    180.0    9.5884e-002
   70.0      0.0    1.7296e-001
   70.0     15.0    1.6386e-001
   70.0     30.0    1.4853e-001
   70.0     45.0    1.2575e-001
   70.0     60.0    1.0435e-001
   70.0     75.0    8.8221e-002
   70.0     90.0    7.3006e-002
   70.0    105.0    7.9857e-002
   70.0    120.0    1.0112e-001
   70.0    135.0    1.1770e-001
   70.0    150.0    1.2865e-001
   70.0    165.0    1.3431e-001
   70.0    180.0    1.4026e-001
   80.0      0.0    8.7913e-002
   80.0     15.0    1.1815e-001
   80.0     30.0    1.3980e-001
   80.0     45.0    1.4480e-001
   80.0     60.0    1.4042e-001
   80.0     75.0    1.3307e-001
   80.0     90.0    1.2107e-001
   80.0    105.0    1.2512e-001
   80.0    120.0    1.4009e-001
   80.0    135.0    1.4591e-001
   80.0    150.0    1.4878e-001
   80.0    165.0    1.4977e-001
   80.0    180.0    1.5334e-001
   87.5      0.0    1.9445e-001
   87.5     15.0    8.9309e-002
   87.5     30.0    1.1584e-001
   87.5     45.0    1.3631e-001
   87.5     60.0    1.3776e-001
   87.5     75.0    1.3866e-001
   87.5     90.0    1.3358e-001
   87.5    105.0    1.3419e-001
   87.5    120.0    1.3913e-001
   87.5    135.0    1.4227e-001
   87.5    150.0    1.3373e-001
   87.5    165.0    1.3478e-001
   87.5    180.0    1.3451e-001
WIND SPEED = 14.0; SUN ZENITH ANGLE =  0.0
    0.0      0.0    8.6861e-004
   10.0      0.0    1.0336e-001
   10.0     15.0    9.8609e-002
   10.0     30.0    9.4143e-002
   10.0     45.0    1.0205e-001
   10.0     60.0    9.6793e-002
   10.0     75.0    9.8266e-002
   10.0     90.0    9.6908e-002
   10.0    105.0    9.5554e-002
   10.0    120.0    9.9188e-002
   10.0    135.0    9.4832e-002
   10.0    150.0    9.9554e-002
   10.0    165.0    9.7887e-002
   10.0    180.0    1.0550e-001
   20.0      0.0    1.5686e-001
   20.0     15.0    1.5189e-001
   20.0     30.0    1.3403e-001
   20.0     45.0    1.3352e-001
   20.0     60.0    1.2331e-001
   20.0     75.0    1.2734e-001
   20.0     90.0    1.2270e-001
   20.0    105.0    1.2109e-001
   20.0    120.0    1.2932e-001
   20.0    135.0    1.3130e-001
   20.0    150.0    1.4104e-001
   20.0    165.0    1.5063e-001
   20.0    180.0    1.4439e-001
   30.0      0.0    1.4698e-001
   30.0     15.0    1.4531e-001
   30.0     30.0    1.3020e-001
   30.0     45.0    1.3016e-001
   30.0     60.0    1.1261e-001
   30.0     75.0    1.0816e-001
   30.0     90.0    1.0450e-001
   30.0    105.0    9.8169e-002
   30.0    120.0    1.1071e-001
   30.0    135.0    1.3092e-001
   30.0    150.0    1.5403e-001
   30.0    165.0    1.6870e-001
   30.0    180.0    1.5625e-001
   40.0      0.0    1.1703e-001
   40.0     15.0    1.1226e-001
   40.0     30.0    1.0302e-001
   40.0     45.0    8.7355e-002
   40.0     60.0    7.9709e-002
   40.0     75.0    7.2991e-002
   40.0     90.0    7.1384e-002
   40.0    105.0    7.4642e-002
   40.0    120.0    8.9893e-002
   40.0    135.0    1.0228e-001
   40.0    150.0    1.1152e-001
   40.0    165.0    1.2415e-001
   40.0    180.0    1.2573e-001
   50.0      0.0    1.0453e-001
   50.0     15.0    1.0251e-001
   50.0     30.0    9.1720e-002
   50.0     45.0    8.0087e-002
   50.0     60.0    7.5239e-002
   50.0     75.0    7.3050e-002
   50.0     90.0    7.3385e-002
   50.0    105.0    7.5228e-002
   50.0    120.0    7.9789e-002
   50.0    135.0    8.9364e-002
   50.0    150.0    9.3762e-002
   50.0    165.0    1.0046e-001
   50.0    180.0    1.0804e-001
   60.0      0.0    1.3035e-001
   60.0     15.0    1.2366e-001
   60.0     30.0    1.2149e-001
   60.0     45.0    1.2123e-001
   60.0     60.0    1.2112e-001
   60.0     75.0    1.2089e-001
   60.0     90.0    1.1632e-001
   60.0    105.0    1.1792e-001
   60.0    120.0    1.2165e-001
   60.0    135.0    1.2385e-001
   60.0    150.0    1.2395e-001
   60.0    165.0    1.2683e-001
   60.0    180.0    1.3704e-001
   70.0      0.0    1.8696e-001
   70.0     15.0    1.8069e-001
   70.0     30.0    1.8367e-001
   70.0     45.0    1.8964e-001
   70.0     60.0    1.9599e-001
   70.0     75.0    2.0075e-001
   70.0     90.0    1.9248e-001
   70.0    105.0    1.9177e-001
   70.0    120.0    1.9589e-001
   70.0    135.0    1.8990e-001
   70.0    150.0    1.8389e-001
   70.0    165.0    1.8024e-001
   70.0    180.0    1.8519e-001
   80.0      0.0    2.0447e-001
