 Table of rho values created with FFT surfaces and polarized ray tracing as described in
   Mobley, C.D., 2015.  Polarized Reflectance and Transmittance Properties of Wind-blown Sea Surfaces,
   Applied Optics (in review)
 NOTE: This is a preliminary table for use during review of the above paper.
   These rho values are for fully developed seas, sun's direct rays parallel to the wind direction,
   a Rayleigh, single-scattering sky at 550 nm, and wind speeds of 0, 2, 4, 5, 6, 8, 10, 12, 14, and 15 m/s.
   The final table will be placed online once the above paper has been accepted for publication.
 rho is computed from the I components of the Stokes radiance vectors: rho = I(surface reflected)/I(sky) [nondimensional]
 Theta_v is the polar viewing angle measured from 0 at the nadir.
 Phi_v is the azimuthal viewing angle measured from the sun at phi_v = 0
 Looping order is
    wind speed
       sun zenith angle
          theta_v
             phi_v
 Data blocks of 118 theta_v, phi_v, rho(theta_v, phi_v) records on an (f7.1,f9.1,e15.4) format are separated by 
   records giving the wind speed and sun zenith angle on an (12x,f5.1,20x,f5.1) format.
-------------------------------
 Theta_v    Phi_v       rho
-------------------------------
WIND SPEED =  0.0; SUN ZENITH ANGLE =  0.0
   80.0    180.0    2.2631e-001
   87.5      0.0    7.5397e-001
   87.5     15.0    3.6171e-001
   87.5     30.0    2.8190e-001
   87.5     45.0    2.5835e-001
   87.5     60.0    2.4576e-001
   87.5     75.0    2.5058e-001
   87.5     90.0    2.3789e-001
   87.5    105.0    2.3170e-001
   87.5    120.0    2.2227e-001
   87.5    135.0    2.1416e-001
   87.5    150.0    1.9897e-001
   87.5    165.0    1.8833e-001
   87.5    180.0    1.8760e-001
WIND SPEED =  5.0; SUN ZENITH ANGLE = 60.0
    0.0      0.0    1.6250e-002
   10.0      0.0    3.2965e-002
   10.0     15.0    3.2203e-002
   10.0     30.0    3.0188e-002
   10.0     45.0    2.7193e-002
   10.0     60.0    2.5918e-002
   10.0     75.0    2.4826e-002
   10.0     90.0    2.4453e-002
   10.0    105.0    2.4229e-002
   10.0    120.0    2.4397e-002
   10.0    135.0    2.4556e-002
   10.0    150.0    2.4777e-002
   10.0    165.0    2.5024e-002
   10.0    180.0    2.4931e-002
   20.0      0.0    6.1296e-002
   20.0     15.0    5.2674e-002
   20.0     30.0    3.8443e-002
   20.0     45.0    2.9789e-002
   20.0     60.0    2.6158e-002
   20.0     75.0    2.3797e-002
   20.0     90.0    2.2590e-002
   20.0    105.0    2.2609e-002
   20.0    120.0    2.3611e-002
   20.0    135.0    2.4962e-002
   20.0    150.0    2.6575e-002
   20.0    165.0    2.7270e-002
   20.0    180.0    2.7539e-002
   30.0      0.0    1.3587e-001
   30.0     15.0    1.0343e-001
   30.0     30.0    5.5155e-002
   30.0     45.0    3.2572e-002
   30.0     60.0    2.5174e-002
   30.0     75.0    2.1811e-002
   30.0     90.0    2.0061e-002
   30.0    105.0    2.0486e-002
   30.0    120.0    2.3766e-002
   30.0    135.0    2.7776e-002
   30.0    150.0    3.1848e-002
   30.0    165.0    3.4081e-002
   30.0    180.0    3.4505e-002
   40.0      0.0    2.1483e-001
   40.0     15.0    1.4454e-001
   40.0     30.0    5.7858e-002
   40.0     45.0    3.2367e-002
   40.0     60.0    2.5606e-002
   40.0     75.0    2.1260e-002
   40.0     90.0    1.7929e-002
   40.0    105.0    1.9673e-002
   40.0    120.0    2.6707e-002
   40.0    135.0    3.5132e-002
   40.0    150.0    4.2569e-002
   40.0    165.0    4.7449e-002
   40.0    180.0    4.7708e-002
   50.0      0.0    2.2242e-001
   50.0     15.0    1.4914e-001
   50.0     30.0    5.8739e-002
   50.0     45.0    4.0707e-002
   50.0     60.0    3.3183e-002
   50.0     75.0    2.7012e-002
   50.0     90.0    2.1780e-002
   50.0    105.0    2.5230e-002
   50.0    120.0    3.9132e-002
   50.0    135.0    5.2886e-002
   50.0    150.0    6.5216e-002
   50.0    165.0    7.2954e-002
   50.0    180.0    7.3981e-002
   60.0      0.0    1.2622e-002
   60.0     15.0    1.5023e-001
   60.0     30.0    7.3981e-002
   60.0     45.0    6.9570e-002
   60.0     60.0    6.1374e-002
   60.0     75.0    5.3939e-002
   60.0     90.0    4.5419e-002
   60.0    105.0    5.2293e-002
   60.0    120.0    7.4738e-002
   60.0    135.0    9.4301e-002
   60.0    150.0    1.0969e-001
   60.0    165.0    1.1929e-001
   60.0    180.0    1.2341e-001
   70.0      0.0    4.6707e-001
   70.0     15.0    2.0464e-001
   70.0     30.0    1.3416e-001
   70.0     45.0    1.3553e-001
   70.0     60.0    1.3012e-001
   70.0     75.0    1.2344e-001
   70.0     90.0    1.1094e-001
   70.0    105.0    1.2021e-001
   70.0    120.0    1.4852e-001
   70.0    135.0    1.6554e-001
   70.0    150.0    1.7718e-001
   70.0    165.0    1.8342e-001
   70.0    180.0    1.8942e-001
   80.0      0.0    9.7594e-001
   80.0     15.0    3.1277e-001
   80.0     30.0    2.2068e-001
   80.0     45.0    2.1214e-001
   80.0     60.0    2.0941e-001
   80.0     75.0    2.0896e-001
   80.0     90.0    1.9530e-001
   80.0    105.0    1.9962e-001
   80.0    120.0    2.1424e-001
   80.0    135.0    2.1488e-001
   80.0    150.0    2.1316e-001
   80.0    165.0    2.1198e-001
   80.0    180.0    2.1694e-001
   87.5      0.0    1.5725e+000
   87.5     15.0    4.2089e-001
   87.5     30.0    2.7223e-001
   87.5     45.0    2.4228e-001
   87.5     60.0    2.2766e-001
   87.5     75.0    2.3102e-001
   87.5     90.0    2.1974e-001
   87.5    105.0    2.1649e-001
   87.5    120.0    2.1140e-001
   87.5    135.0    2.0736e-001
   87.5    150.0    1.9514e-001
   87.5    165.0    1.8606e-001
   87.5    180.0    1.8593e-001
WIND SPEED =  5.0; SUN ZENITH ANGLE = 70.0
    0.0      0.0    1.4157e-002
   10.0      0.0    2.6177e-002
   10.0     15.0    2.5979e-002
   10.0     30.0    2.5437e-002
   10.0     45.0    2.4836e-002
   10.0     60.0    2.4192e-002
   10.0     75.0    2.3383e-002
   10.0     90.0    2.3189e-002
   10.0    105.0    2.3079e-002
   10.0    120.0    2.3416e-002
   10.0    135.0    2.3702e-002
   10.0    150.0    2.4000e-002
   10.0    165.0    2.4256e-002
   10.0    180.0    2.4242e-002
   20.0      0.0    3.4957e-002
   20.0     15.0    3.2840e-002
   20.0     30.0    2.9152e-002
   20.0     45.0    2.5742e-002
   20.0     60.0    2.3807e-002
   20.0     75.0    2.2172e-002
   20.0     90.0    2.1176e-002
   20.0    105.0    2.1347e-002
   20.0    120.0    2.2526e-002
   20.0    135.0    2.4019e-002
   20.0    150.0    2.5738e-002
   20.0    165.0    2.6496e-002
   20.0    180.0    2.6770e-002
   30.0      0.0    7.0803e-002
   30.0     15.0    5.5826e-002
   30.0     30.0    3.6943e-002
   30.0     45.0    2.7657e-002
   30.0     60.0    2.3199e-002
   30.0     75.0    1.9770e-002
   30.0     90.0    1.7934e-002
   30.0    105.0    1.8390e-002
   30.0    120.0    2.1737e-002
   30.0    135.0    2.5880e-002
   30.0    150.0    3.0002e-002
   30.0    165.0    3.2257e-002
   30.0    180.0    3.2673e-002
   40.0      0.0    1.7143e-001
   40.0     15.0    1.0885e-001
   40.0     30.0    4.6762e-002
   40.0     45.0    3.1376e-002
   40.0     60.0    2.3413e-002
   40.0     75.0    1.7950e-002
   40.0     90.0    1.4127e-002
   40.0    105.0    1.5665e-002
   40.0    120.0    2.2616e-002
   40.0    135.0    3.1062e-002
   40.0    150.0    3.8437e-002
   40.0    165.0    4.3186e-002
   40.0    180.0    4.3521e-002
   50.0      0.0    2.9733e-001
   50.0     15.0    1.5479e-001
   50.0     30.0    6.1860e-002
   50.0     45.0    4.1600e-002
   50.0     60.0    2.9905e-002
   50.0     75.0    2.1125e-002
   50.0     90.0    1.4779e-002
   50.0    105.0    1.7862e-002
   50.0    120.0    3.1276e-002
   50.0    135.0    4.5128e-002
   50.0    150.0    5.7287e-002
   50.0    165.0    6.4807e-002
   50.0    180.0    6.5969e-002
   60.0      0.0    3.4131e-001
   60.0     15.0    1.7407e-001
   60.0     30.0    8.4844e-002
   60.0     45.0    7.1462e-002
   60.0     60.0    5.5958e-002
   60.0     75.0    4.3618e-002
   60.0     90.0    3.3251e-002
   60.0    105.0    3.9474e-002
   60.0    120.0    6.1228e-002
   60.0    135.0    8.1415e-002
   60.0    150.0    9.7139e-002
   60.0    165.0    1.0680e-001
   60.0    180.0    1.1099e-001
   70.0      0.0    3.7204e-002
   70.0     15.0    1.9447e-001
   70.0     30.0    1.3773e-001
   70.0     45.0    1.3383e-001
   70.0     60.0    1.2109e-001
   70.0     75.0    1.0787e-001
   70.0     90.0    9.2972e-002
   70.0    105.0    1.0168e-001
   70.0    120.0    1.2991e-001
   70.0    135.0    1.4927e-001
   70.0    150.0    1.6258e-001
   70.0    165.0    1.6973e-001
   70.0    180.0    1.7598e-001
   80.0      0.0    8.3377e-001
   80.0     15.0    2.7413e-001
   80.0     30.0    2.0438e-001
   80.0     45.0    2.0103e-001
   80.0     60.0    1.9609e-001
   80.0     75.0    1.9144e-001
   80.0     90.0    1.7670e-001
   80.0    105.0    1.8195e-001
   80.0    120.0    1.9892e-001
   80.0    135.0    2.0348e-001
   80.0    150.0    2.0447e-001
   80.0    165.0    2.0475e-001
   80.0    180.0    2.1020e-001
   87.5      0.0    1.6926e+000
   87.5     15.0    3.6294e-001
   87.5     30.0    2.4293e-001
   87.5     45.0    2.2407e-001
   87.5     60.0    2.1216e-001
   87.5     75.0    2.1510e-001
   87.5     90.0    2.0546e-001
   87.5    105.0    2.0498e-001
   87.5    120.0    2.0377e-001
   87.5    135.0    2.0345e-001
   87.5    150.0    1.9376e-001
   87.5    165.0    1.8594e-001
   87.5    180.0    1.8637e-001
WIND SPEED =  5.0; SUN ZENITH ANGLE = 80.0
    0.0      0.0    1.2830e-002
   10.0      0.0    2.4506e-002
   10.0     15.0    2.4369e-002
   10.0     30.0    2.3947e-002
   10.0     45.0    2.3491e-002
   10.0     60.0    2.3062e-002
   10.0     75.0    2.2425e-002
   10.0     90.0    2.2325e-002
   10.0    105.0    2.2256e-002
   10.0    120.0    2.2645e-002
   10.0    135.0    2.2959e-002
   10.0    150.0    2.3260e-002
   10.0    165.0    2.3496e-002
   10.0    180.0    2.3514e-002
   20.0      0.0    2.8450e-002
   20.0     15.0    2.7569e-002
   20.0     30.0    2.6087e-002
   20.0     45.0    2.4004e-002
   20.0     60.0    2.2426e-002
   20.0     75.0    2.1054e-002
   20.0     90.0    2.0212e-002
   20.0    105.0    2.0423e-002
   20.0    120.0    2.1581e-002
   20.0    135.0    2.3005e-002
   20.0    150.0    2.4640e-002
   20.0    165.0    2.5369e-002
   20.0    180.0    2.5636e-002
   30.0      0.0    4.1565e-002
   30.0     15.0    3.7183e-002
   30.0     30.0    3.1313e-002
   30.0     45.0    2.5645e-002
   30.0     60.0    2.1621e-002
   30.0     75.0    1.8321e-002
   30.0     90.0    1.6572e-002
   30.0    105.0    1.6987e-002
   30.0    120.0    2.0084e-002
   30.0    135.0    2.3966e-002
   30.0    150.0    2.7817e-002
   30.0    165.0    2.9943e-002
   30.0    180.0    3.0360e-002
   40.0      0.0    8.6981e-002
   40.0     15.0    6.6699e-002
   40.0     30.0    4.2518e-002
   40.0     45.0    2.9848e-002
   40.0     60.0    2.1473e-002
   40.0     75.0    1.5579e-002
   40.0     90.0    1.1824e-002
   40.0    105.0    1.3187e-002
   40.0    120.0    1.9529e-002
   40.0    135.0    2.7442e-002
   40.0    150.0    3.4350e-002
   40.0    165.0    3.8770e-002
   40.0    180.0    3.9201e-002
   50.0      0.0    2.1457e-001
   50.0     15.0    1.1973e-001
   50.0     30.0    6.5385e-002
   50.0     45.0    4.2119e-002
   50.0     60.0    2.7287e-002
   50.0     75.0    1.6915e-002
   50.0     90.0    1.0580e-002
   50.0    105.0    1.3440e-002
   50.0    120.0    2.5624e-002
   50.0    135.0    3.8880e-002
   50.0    150.0    5.0401e-002
   50.0    165.0    5.7472e-002
   50.0    180.0    5.8758e-002
   60.0      0.0    3.7552e-001
   60.0     15.0    1.7620e-001
   60.0     30.0    1.0260e-001
   60.0     45.0    7.4668e-002
   60.0     60.0    5.2363e-002
   60.0     75.0    3.6359e-002
   60.0     90.0    2.5829e-002
   60.0    105.0    3.1729e-002
   60.0    120.0    5.1810e-002
   60.0    135.0    7.1751e-002
   60.0    150.0    8.7162e-002
   60.0    165.0    9.6527e-002
   60.0    180.0    1.0075e-001
   70.0      0.0    4.0772e-001
   70.0     15.0    1.9839e-001
   70.0     30.0    1.5449e-001
   70.0     45.0    1.3682e-001
   70.0     60.0    1.1597e-001
   70.0     75.0    9.7369e-002
   70.0     90.0    8.1762e-002
   70.0    105.0    9.0263e-002
   70.0    120.0    1.1732e-001
   70.0    135.0    1.3776e-001
   70.0    150.0    1.5176e-001
   70.0    165.0    1.5929e-001
   70.0    180.0    1.6570e-001
   80.0      0.0    1.0470e-001
   80.0     15.0    2.0220e-001
   80.0     30.0    1.9273e-001
   80.0     45.0    1.9411e-001
   80.0     60.0    1.8781e-001
   80.0     75.0    1.7998e-001
   80.0     90.0    1.6500e-001
   80.0    105.0    1.7099e-001
   80.0    120.0    1.8898e-001
   80.0    135.0    1.9612e-001
   80.0    150.0    1.9886e-001
   80.0    165.0    2.0009e-001
   80.0    180.0    2.0595e-001
   87.5      0.0    5.1746e-001
   87.5     15.0    2.2369e-001
   87.5     30.0    2.0196e-001
   87.5     45.0    2.0617e-001
   87.5     60.0    2.0095e-001
   87.5     75.0    2.0446e-001
   87.5     90.0    1.9645e-001
   87.5    105.0    1.9792e-001
   87.5    120.0    1.9927e-001
   87.5    135.0    2.0175e-001
   87.5    150.0    1.9399e-001
   87.5    165.0    1.8710e-001
   87.5    180.0    1.8803e-001
WIND SPEED =  5.0; SUN ZENITH ANGLE = 87.5
    0.0      0.0    1.2271e-002
   10.0      0.0    2.3726e-002
   10.0     15.0    2.3610e-002
   10.0     30.0    2.3241e-002
   10.0     45.0    2.2847e-002
   10.0     60.0    2.2510e-002
   10.0     75.0    2.1947e-002
   10.0     90.0    2.1880e-002
   10.0    105.0    2.1810e-002
   10.0    120.0    2.2186e-002
   10.0    135.0    2.2474e-002
   10.0    150.0    2.2745e-002
   10.0    165.0    2.2954e-002
   10.0    180.0    2.2975e-002
   20.0      0.0    2.6903e-002
   20.0     15.0    2.6080e-002
   20.0     30.0    2.4906e-002
   20.0     45.0    2.3166e-002
   20.0     60.0    2.1805e-002
   20.0     75.0    2.0594e-002
   20.0     90.0    1.9842e-002
   20.0    105.0    2.0026e-002
   20.0    120.0    2.1068e-002
   20.0    135.0    2.2337e-002
   20.0    150.0    2.3821e-002
   20.0    165.0    2.4489e-002
   20.0    180.0    2.4747e-002
   30.0      0.0    3.5924e-002
   30.0     15.0    3.3367e-002
   30.0     30.0    2.9224e-002
   30.0     45.0    2.4551e-002
   30.0     60.0    2.0928e-002
   30.0     75.0    1.7850e-002
   30.0     90.0    1.6260e-002
   30.0    105.0    1.6590e-002
   30.0    120.0    1.9324e-002
   30.0    135.0    2.2804e-002
   30.0    150.0    2.6307e-002
   30.0    165.0    2.8273e-002
   30.0    180.0    2.8698e-002
   40.0      0.0    6.0584e-002
   40.0     15.0    5.3836e-002
   40.0     30.0    4.0241e-002
   40.0     45.0    2.8786e-002
   40.0     60.0    2.0649e-002
   40.0     75.0    1.4867e-002
   40.0     90.0    1.1475e-002
   40.0    105.0    1.2665e-002
   40.0    120.0    1.8215e-002
   40.0    135.0    2.5417e-002
   40.0    150.0    3.1778e-002
   40.0    165.0    3.5870e-002
   40.0    180.0    3.6371e-002
   50.0      0.0    1.2116e-001
   50.0     15.0    9.8463e-002
   50.0     30.0    6.6606e-002
   50.0     45.0    4.1882e-002
   50.0     60.0    2.6275e-002
   50.0     75.0    1.5569e-002
   50.0     90.0    9.9056e-003
   50.0    105.0    1.2537e-002
   50.0    120.0    2.3278e-002
   50.0    135.0    3.5625e-002
   50.0    150.0    4.6405e-002
   50.0    165.0    5.3019e-002
   50.0    180.0    5.4372e-002
   60.0      0.0    1.9795e-001
   60.0     15.0    1.6118e-001
   60.0     30.0    1.1297e-001
   60.0     45.0    7.6661e-002
   60.0     60.0    5.1253e-002
   60.0     75.0    3.3908e-002
   60.0     90.0    2.4316e-002
   60.0    105.0    2.9940e-002
   60.0    120.0    4.7992e-002
   60.0    135.0    6.7072e-002
   60.0    150.0    8.1801e-002
   60.0    165.0    9.0716e-002
   60.0    180.0    9.4917e-002
   70.0      0.0    2.0875e-001
   70.0     15.0    1.9484e-001
   70.0     30.0    1.6895e-001
   70.0     45.0    1.4053e-001
   70.0     60.0    1.1485e-001
   70.0     75.0    9.3846e-002
   70.0     90.0    7.8919e-002
   70.0    105.0    8.7241e-002
   70.0    120.0    1.1245e-001
   70.0    135.0    1.3264e-001
   70.0    150.0    1.4645e-001
   70.0    165.0    1.5388e-001
   70.0    180.0    1.6033e-001
   80.0      0.0    1.3018e-001
   80.0     15.0    1.6845e-001
   80.0     30.0    1.8879e-001
   80.0     45.0    1.9213e-001
   80.0     60.0    1.8529e-001
   80.0     75.0    1.7611e-001
   80.0     90.0    1.6163e-001
   80.0    105.0    1.6779e-001
   80.0    120.0    1.8535e-001
   80.0    135.0    1.9322e-001
   80.0    150.0    1.9654e-001
   80.0    165.0    1.9813e-001
   80.0    180.0    2.0420e-001
   87.5      0.0    3.1909e-001
   87.5     15.0    1.3811e-001
   87.5     30.0    1.7453e-001
   87.5     45.0    1.9548e-001
   87.5     60.0    1.9621e-001
   87.5     75.0    2.0057e-001
   87.5     90.0    1.9364e-001
   87.5    105.0    1.9574e-001
   87.5    120.0    1.9768e-001
   87.5    135.0    2.0133e-001
   87.5    150.0    1.9448e-001
   87.5    165.0    1.8807e-001
   87.5    180.0    1.8932e-001
WIND SPEED =  6.0; SUN ZENITH ANGLE =  0.0
    0.0      0.0    1.4590e-003
   10.0      0.0    1.5872e-001
   10.0     15.0    1.5584e-001
   10.0     30.0    1.4805e-001
   10.0     45.0    1.4833e-001
   10.0     60.0    1.4148e-001
   10.0     75.0    1.4171e-001
   10.0     90.0    1.3507e-001
   10.0    105.0    1.4140e-001
   10.0    120.0    1.3932e-001
   10.0    135.0    1.4072e-001
   10.0    150.0    1.4962e-001
   10.0    165.0    1.4829e-001
   10.0    180.0    1.5315e-001
   20.0      0.0    1.6886e-001
   20.0     15.0    1.7058e-001
   20.0     30.0    1.5834e-001
   20.0     45.0    1.4576e-001
   20.0     60.0    1.3316e-001
   20.0     75.0    1.2344e-001
   20.0     90.0    1.2127e-001
   20.0    105.0    1.2008e-001
   20.0    120.0    1.3194e-001
   20.0    135.0    1.4638e-001
   20.0    150.0    1.6341e-001
   20.0    165.0    1.7671e-001
   20.0    180.0    1.7568e-001
   30.0      0.0    1.1816e-001
   30.0     15.0    1.1434e-001
   30.0     30.0    1.0021e-001
   30.0     45.0    9.0254e-002
   30.0     60.0    7.1347e-002
   30.0     75.0    6.7672e-002
   30.0     90.0    6.8165e-002
   30.0    105.0    6.6759e-002
   30.0    120.0    7.7740e-002
   30.0    135.0    9.9863e-002
   30.0    150.0    1.1397e-001
   30.0    165.0    1.2115e-001
   30.0    180.0    1.2803e-001
   40.0      0.0    7.5284e-002
   40.0     15.0    6.7166e-002
   40.0     30.0    5.7624e-002
   40.0     45.0    4.7637e-002
   40.0     60.0    4.3051e-002
   40.0     75.0    4.0883e-002
   40.0     90.0    4.2203e-002
   40.0    105.0    4.3748e-002
   40.0    120.0    4.6681e-002
   40.0    135.0    5.4122e-002
   40.0    150.0    5.9717e-002
   40.0    165.0    6.9674e-002
   40.0    180.0    7.6904e-002
   50.0      0.0    6.8751e-002
   50.0     15.0    6.7044e-002
   50.0     30.0    6.4678e-002
   50.0     45.0    6.1491e-002
   50.0     60.0    5.9762e-002
   50.0     75.0    5.8301e-002
   50.0     90.0    5.8471e-002
   50.0    105.0    5.8324e-002
   50.0    120.0    5.9799e-002
   50.0    135.0    6.3384e-002
   50.0    150.0    6.5853e-002
   50.0    165.0    6.8363e-002
   50.0    180.0    7.4466e-002
   60.0      0.0    1.2127e-001
   60.0     15.0    1.1862e-001
   60.0     30.0    1.1735e-001
   60.0     45.0    1.1672e-001
   60.0     60.0    1.1609e-001
   60.0     75.0    1.1511e-001
   60.0     90.0    1.1208e-001
   60.0    105.0    1.1265e-001
   60.0    120.0    1.1609e-001
   60.0    135.0    1.1672e-001
   60.0    150.0    1.1735e-001
   60.0    165.0    1.1827e-001
   60.0    180.0    1.2092e-001
   70.0      0.0    2.1305e-001
   70.0     15.0    2.0673e-001
   70.0     30.0    2.1128e-001
   70.0     45.0    2.1469e-001
